Ticker,Date,Open,High,Low,Close,Volume,DailyChange
,,MSFT,MSFT,MSFT,MSFT,MSFT,
MSFT,2020-01-02,150.75861913365446,152.6101045190427,150.3313555044007,152.5056610107422,22622100,
MSFT,2020-01-03,150.32188716953644,151.86953184497025,150.0750127579454,150.60671997070312,21116200,0.012451610172722116
MSFT,2020-01-06,149.14451665528264,151.06247283904833,148.60330538796924,150.99600219726562,20813700,0.0025847600069786036
MSFT,2020-01-07,151.27133449304822,151.60364418240442,149.37237230953278,149.61923217773438,21634100,0.009117923650273863
MSFT,2020-01-08,150.90105488844765,152.67659475751987,149.97056727826134,152.00245666503906,27746500,0.015928597230559394
MSFT,2020-01-09,153.66404265039787,154.02485016301017,152.89496515282673,153.9014129638672,21385000,0.012492931630787796
MSFT,2020-01-10,154.59457400804902,154.97436078640044,153.03741054817215,153.1893310546875,20725900,0.004626870510583747
MSFT,2020-01-13,153.58808023431078,155.059779054545,153.11333961410193,155.0312957763672,21626500,0.012024105784639305
MSFT,2020-01-14,155.13577932217422,155.33517680880362,153.5501469800864,153.93943786621094,23477400,0.007042822577779773
MSFT,2020-01-15,154.40463316070066,155.6579553399232,154.35717068949413,154.93634033203125,21417900,0.006475939367056371
MSFT,2020-01-16,156.0472507145809,157.84176971460525,155.7434097574871,157.77529907226562,23865400,0.018323388393907125
MSFT,2020-01-17,158.96216695443158,159.00964391984007,157.07269383948528,158.65834045410156,34371700,0.0055968290792558495
MSFT,2020-01-21,158.25955326274573,159.6932794532372,158.02218291204835,158.08865356445312,29517200,0.0035906520137417575
MSFT,2020-01-22,158.94315575783406,159.02862008132692,157.31004684568597,157.32904052734375,24138800,0.004804981382169116
MSFT,2020-01-23,157.7943071736997,158.37349137414458,156.92078607413185,158.2975311279297,19680800,0.006155828557395937
MSFT,2020-01-24,159.04762811314887,159.06662179825054,156.14221727387803,156.70240783691406,24918100,0.010076741435256609
MSFT,2020-01-27,153.00888401508118,155.12623744531845,152.1068798055021,154.08180236816406,32078100,0.01672345374218731
