Ticker,Date,Open,High,Low,Close,Volume,DailyChange
,,GOOGL,GOOGL,GOOGL,GOOGL,GOOGL,
GOOGL,2020-01-02,66.95867127115037,67.96522521972656,66.86332820436425,67.96522521972656,27278000,
GOOGL,2020-01-03,66.9383158243975,68.21699501628234,66.90454453964605,67.60968017578125,23408000,0.0052312788311355
GOOGL,2020-01-06,67.11857657252054,69.43708883609668,67.08729816087028,69.4117660522461,46768000,0.02665425826271517
GOOGL,2020-01-07,69.54335656021222,69.69431580950295,69.10140504019108,69.2776870727539,34330000,0.0019316462772502874
GOOGL,2020-01-08,69.26327359975404,70.10894230540993,69.15452658104954,69.7707748413086,35314000,0.0071175552965105915
GOOGL,2020-01-09,70.60948131376942,70.94467093394177,70.0274969037462,70.50321960449219,33200000,0.010497873426940085
GOOGL,2020-01-10,70.98392563781249,71.25555076930975,70.49380624465894,70.9585952758789,26258000,0.006458934413793749
GOOGL,2020-01-13,71.27092429925027,71.58029107177933,70.78031249992908,71.50829315185547,30730000,0.007746741234651022
GOOGL,2020-01-14,71.5068174921591,71.6374169915749,70.89950254218948,71.03954315185547,26076000,0.006555183732389724
GOOGL,2020-01-15,71.16019766565398,71.54554038332928,71.09266267189435,71.46707916259766,21550000,0.006018282097173477
GOOGL,2020-01-16,71.77743868365702,72.03814512752133,71.50680619446874,72.0113296508789,26080000,0.00761540131006333
GOOGL,2020-01-17,72.6260928863984,73.52042208698715,72.32864488929332,73.46927642822266,52424000,0.020246074949762605
GOOGL,2020-01-21,73.44344256674036,73.98372249370233,73.00695421443795,73.6048355102539,48930000,0.0018451125235143806
GOOGL,2020-01-22,73.97627967986148,74.51505937450915,73.6252007502099,73.6852798461914,28458000,0.001092921889979559
GOOGL,2020-01-23,73.86802372289836,74.16348648276097,73.50899638662688,73.72599792480469,26650000,0.0005525944761053392
GOOGL,2020-01-24,74.12971996265826,74.19824756618672,72.65786918227317,72.80635070800781,29786000,0.012473852408682928
GOOGL,2020-01-27,71.08671972598552,71.33699250078811,70.48883829793303,71.09615325927734,34132000,0.023489674075126588
GOOGL,2020-01-28,71.59321023544943,72.24173713836646,71.02810757836856,72.02821350097656,29724000,0.013109854738555748
GOOGL,2020-01-29,72.42348475495831,72.70554357944198,71.77446531610946,72.33609008789062,21566000,0.004274388770032278
GOOGL,2020-01-30,71.41246028918627,72.26408472389092,71.25852322835154,72.21443176269531,27110000,0.0016818482316018901
GOOGL,2020-01-31,72.89026812670592,72.98014809578615,70.8642408722417,71.14828491210938,43822000,0.014763625837137528
GOOGL,2020-02-03,72.58188991973289,73.80595319465691,72.33161718194921,73.6222152709961,71636000,0.034771468657927684
GOOGL,2020-02-04,72.2263518292056,72.86444505255666,70.61446801787635,71.77545928955078,95880000,0.025084221856780387
GOOGL,2020-02-05,72.6792121800727,72.72738001725605,70.99433806026747,71.8072280883789,36376000,0.0004426136613067122
GOOGL,2020-02-06,72.1016994935962,73.57057229670284,72.02721627071665,73.29298400878906,37822000,0.020690896445431983
GOOGL,2020-02-07,72.86694417981455,73.75382520395672,72.76862326454744,73.44892883300781,28360000,0.002127691024287559
GOOGL,2020-02-10,73.3555672789149,74.92722414087224,73.25476107852305,74.91629791259766,38302000,0.019978086854418597
GOOGL,2020-02-11,75.145209490697,75.97002597163753,74.75688895869396,74.98580932617188,34852000,0.000927854358944824
GOOGL,2020-02-12,75.27382928475085,75.49430874131542,74.91679471215745,75.41138458251953,31042000,0.005675410589975671
GOOGL,2020-02-13,74.98283526176698,75.77487310133188,74.68488719013807,75.15117645263672,22914000,0.0034505152149550966
GOOGL,2020-02-14,75.20778307563144,75.48189347519363,74.76185358549893,75.41634368896484,23198000,0.00352845090183318
GOOGL,2020-02-18,75.19835617848237,76.00379801654766,75.03299279148968,75.45160675048828,25642000,0.00046757850882928054
GOOGL,2020-02-19,75.83694001450749,76.01272951679007,75.52807331271677,75.72123718261719,22746000,0.0035735545436501592
GOOGL,2020-02-20,75.43024689467184,75.83048626235644,74.69779566759601,75.32994079589844,25962000,0.005167591038892527
GOOGL,2020-02-21,74.71368322798507,75.03000583040279,73.41812216900625,73.6649169921875,42520000,0.02210308127311833
GOOGL,2020-02-24,70.6651214576265,71.32705999683778,69.85769434365108,70.5067138671875,49560000,0.042872553909684585
GOOGL,2020-02-25,71.05990050137443,71.3503926943792,68.5482242890156,68.84120178222656,51580000,0.023622035315647216
GOOGL,2020-02-26,69.2712367377249,70.19933727503818,68.35604763848735,69.04727935791016,49776000,0.002993520890810508
GOOGL,2020-02-27,67.49150271843352,68.00098920954161,65.26187799484646,65.29713439941406,62290000,0.054312711425703264
GOOGL,2020-02-28,63.279054704787185,66.66271477222554,62.97614362297551,66.50381469726562,80198000,0.018479835431528313
GOOGL,2020-03-02,67.10666682093301,68.89830306989113,65.80613498528312,68.84120178222656,55430000,0.035146661820844916
GOOGL,2020-03-03,69.40531433941996,69.9272122468793,66.00674953592942,66.42784881591797,56602000,0.0350568105121557
GOOGL,2020-03-04,67.4825543345472,68.66539786497844,66.39207605766612,68.60680389404297,47598000,0.03280183111398394
GOOGL,2020-03-05,66.81664873105584,67.21788826087625,64.63619216465172,65.2876968383789,54380000,0.04837868647532573
GOOGL,2020-03-06,63.06254027129794,64.69130179345778,62.42990272308635,64.34320831298828,64640000,0.014466562172176567
GOOGL,2020-03-09,59.83531696236754,62.20745653116165,59.49168631132365,60.37310791015625,69252000,0.061701934157837646
GOOGL,2020-03-10,62.289888932686104,63.355537217052266,60.30954404996873,63.32176971435547,54872000,0.048840649525402124
GOOGL,2020-03-11,61.98598038056029,62.41601307418606,59.149044380653855,60.13027572631836,54732000,0.05040121276511922
GOOGL,2020-03-12,55.746513797893854,59.03036438398447,55.04385958424716,55.19680404663086,94326000,0.08204638379078932
GOOGL,2020-03-13,58.34707139512283,60.30407458401011,55.23354374618376,60.2976188659668,79400000,0.0924114159766698
GOOGL,2020-03-16,54.107313960757686,56.88118149675051,52.988531177685545,53.28250503540039,96520000,0.11634147355238067
GOOGL,2020-03-17,54.15846940339358,55.91435675345226,52.09569672522994,55.520076751708984,83194000,0.04199449171584502
GOOGL,2020-03-18,52.63397869009644,54.87104797762396,51.494832347256526,54.18577575683594,93044000,0.024032765675742196
GOOGL,2020-03-19,54.03828968438438,57.235737933634475,52.41597983595572,55.2027587890625,74064000,0.01876845017021389
GOOGL,2020-03-20,56.157671020440276,56.53407651760465,52.741236013893825,53.04464340209961,82878000,0.03909433938273543
GOOGL,2020-03-23,52.456698939752336,52.98008946545137,50.097967458203165,52.34546661376953,83672000,0.01318091221822415
GOOGL,2020-03-24,54.82089627383241,56.27834290238124,53.94940459505659,56.11347961425781,72468000,0.07198355930782929
GOOGL,2020-03-25,55.84383613305106,56.915939950853826,53.779574836331406,54.70370101928711,90324000,0.025123706543632274
GOOGL,2020-03-26,55.35421570523209,58.17277701676787,54.22748827696145,57.74770736694336,76562000,0.05564534557877554
GOOGL,2020-03-27,55.987349858557536,57.15827471437064,54.8218881164996,55.13274383544922,62794000,0.04528255147651161
GOOGL,2020-03-30,56.244080799172416,57.15579193434455,54.54827641714749,56.92289733886719,58736000,0.03246987867610773
GOOGL,2020-03-31,57.04306764962275,58.26811596366001,56.446678999724746,57.69953918457031,65228000,0.013643751144283955
GOOGL,2020-04-01,55.815035808554676,56.08417939198455,54.299984103804036,54.727535247802734,51970000,0.05150827855419571
GOOGL,2020-04-02,54.623256692650074,55.75395831834769,54.282111383746546,55.46892547607422,56410000,0.013546932543454071
GOOGL,2020-04-03,55.35371730864713,55.55631850299663,53.385791673504606,54.2607536315918,51374000,0.02178105730574409
GOOGL,2020-04-06,56.26195964457938,59.12967778050272,55.86469805410107,58.754268646240234,63320000,0.08281335429208303
GOOGL,2020-04-07,60.43368148304381,60.620893529545036,58.459300013090534,58.72298049926758,61620000,0.0005325255116532812
GOOGL,2020-04-08,59.74294719569394,60.3289059468666,58.79200545437825,59.93661117553711,40334000,0.020667048333568028
GOOGL,2020-04-09,60.49178169677421,60.680975159986424,59.21260232823927,59.91525650024414,54028000,0.00035628766582129767
GOOGL,2020-04-13,59.663493971680225,60.3100356670181,58.711559676495355,60.10594177246094,38702000,0.0031825829238671943
GOOGL,2020-04-14,61.5738178883097,63.35056110062519,61.00622993352264,62.82816696166992,63358000,0.045290450643204805
GOOGL,2020-04-15,61.898581507399236,63.318786555927836,61.27736634781612,62.43438720703125,42236000,0.006267567138778851
GOOGL,2020-04-16,62.92300874781645,63.23187924434024,61.48592196083306,62.440834045410156,57896000,0.00010325781460029937
GOOGL,2020-04-17,63.64602886960057,64.05818710675288,62.86640612379751,63.51195526123047,51050000,0.017154178546707755
GOOGL,2020-04-20,63.05957146388508,63.403698385158826,62.39167738128082,62.62556457519531,35292000,0.013956280866954107
GOOGL,2020-04-21,61.709881356272376,62.07188272751854,59.83729494932787,60.19284439086914,49648000,0.03884548108792174
GOOGL,2020-04-22,61.63042545805806,63.555646362524044,61.4362651912693,62.489501953125,46296000,0.03815499309755577
GOOGL,2020-04-23,62.85349090231504,63.96631807562833,62.594777233741134,63.123130798339844,34202000,0.010139764687037367
GOOGL,2020-04-24,62.32016874850442,63.447892535395646,61.77393695145005,63.39277267456055,37402000,0.004271680964021529
GOOGL,2020-04-27,64.15749740277272,64.2617815012073,62.81972404558168,63.10773849487305,44186000,0.004496319811578164
GOOGL,2020-04-28,63.72051660190071,63.79797764528471,61.09760444603932,61.20734786987305,80700000,0.030113432525464168
GOOGL,2020-04-29,66.78934025502862,67.54165110797575,65.88209975358559,66.64930725097656,108358000,0.08891023007030352
GOOGL,2020-04-30,66.1120120324137,67.03762707301479,65.62238524839778,66.8737564086914,55842000,0.0033676142629608385
GOOGL,2020-05-01,65.75100006817652,67.10864053609349,65.03444570950143,65.4148178100586,48872000,0.021816309969439618
GOOGL,2020-05-04,64.95847353570845,65.76987849801317,64.35662178892676,65.69190979003906,30806000,0.004235920686732619
GOOGL,2020-05-05,66.41691697950115,68.08093904283001,66.29426590492336,66.98896789550781,39666000,0.01974456382246048
GOOGL,2020-05-06,67.43490390739927,67.96574284054078,66.79581044461385,66.81070709228516,31732000,0.002661047166762076
GOOGL,2020-05-07,67.59926435808376,68.32873785890114,67.16376853413021,67.99503326416016,30652000,0.017726592389436968
GOOGL,2020-05-08,68.61775300797268,69.35367473710322,68.13061137575478,68.74288940429688,33326000,0.010998687760491288
GOOGL,2020-05-11,68.36795870966984,70.29168699319136,68.30390161747533,69.69877624511719,32718000,0.013905246769574386
GOOGL,2020-05-12,69.92869401506682,70.23209760902837,68.25473844878208,68.28800964355469,33918000,0.02024090920335686
GOOGL,2020-05-13,68.3366751009286,68.79203814843098,65.9456648705068,66.95470428466797,40368000,0.019524735979950525
GOOGL,2020-05-14,66.21928222001041,67.4036110520783,65.711780914762,67.37828826904297,36660000,0.006326426035339727
GOOGL,2020-05-15,66.95122766332483,68.25820745732415,66.4913941497389,68.18273162841797,41544000,0.011939207421875153
GOOGL,2020-05-18,67.6126591487284,69.16097807230348,67.24618353660145,68.78457641601562,47094000,0.008826938628355263
GOOGL,2020-05-19,68.79948120448985,69.14757473329719,68.21749670817653,68.24927520751953,31586000,0.007782285453915461
GOOGL,2020-05-20,68.98221465946594,70.11788298668955,68.8958126076026,69.9753646850586,38262000,0.02529095689720795
GOOGL,2020-05-21,70.06622815077975,70.33785319271189,69.24191191802487,69.85568237304688,30894000,0.0017103492429140221
GOOGL,2020-05-22,69.71417454610717,70.36468668266832,69.31939827034222,70.177978515625,28544000,0.004613742671025323
GOOGL,2020-05-26,71.60413885227362,71.76056121271995,70.4838671234599,70.5816879272461,44590000,0.005752650905030077
GOOGL,2020-05-27,70.51366096089717,70.77933044570575,69.25236359877518,70.5275650024414,31684000,0.0007668125599443743
GOOGL,2020-05-28,69.52050647162248,71.72827870282323,69.47482393143548,70.42626190185547,35170000,0.0014363618052378735
GOOGL,2020-05-29,70.53500849563842,71.34442824071525,70.31403654153002,71.18502807617188,37044000,0.010773909530706227
GOOGL,2020-06-01,70.79671968213286,71.58527971295217,70.62688577517719,71.2520751953125,25162000,0.0009418710781272654
GOOGL,2020-06-02,71.25851563155427,71.65577716443912,70.5935994345022,71.62151336669922,23442000,0.005184946127871237
GOOGL,2020-06-03,71.64088534545384,71.9542225686685,71.09067933557526,71.46956634521484,27732000,0.002121527657568678
GOOGL,2020-06-04,71.34691509398992,71.572365163048,69.81895555154722,70.2306137084961,26982000,0.017335387635267208
