ticker,date,Open,High,Low,Close,Volume,MA_7,MA_30,MA_90,RSI,Volatility,Daily_Return,Sharpe_Ratio,MA7,MA30,MA90,Return,Volatility20
AAPL,2020-01-03,71.69616734789946,72.52375386627762,71.53933722124737,71.76372528076172,146322800.0,72.11599731445312,72.11599731445312,72.11599731445312,,0.4981878876911386,-0.009722104221892137,0.05588819904526097,,,,,
AAPL,2020-01-06,70.88546446996966,72.37415398165305,70.6345318765685,72.3355484008789,118387200.0,72.18918100992839,72.18918100992839,72.18918100992839,,0.37438368764053576,0.007968135961170355,0.05588819904526097,,,,0.007968135961170297,
AAPL,2020-01-07,72.34520436217124,72.60095990158051,71.77578859164102,71.99535369873047,108872000.0,72.1407241821289,72.1407241821289,72.1407241821289,,0.320677959468849,-0.004703008543781276,0.05588819904526097,,,,-0.004703008543781251,
AAPL,2020-01-08,71.69858142215591,73.45509501348069,71.69858142215591,73.15349578857422,132079200.0,72.34327850341796,72.34327850341796,72.34327850341796,,0.531288086287649,0.016086344886783604,0.05588819904526097,,,,0.01608634488678362,
AAPL,2020-01-09,74.13067516689924,74.90035698659045,73.87974991049977,74.70733642578125,170108400.0,72.73728815714519,72.73728815714519,72.73728815714519,,1.0757672926271697,0.021240825478769865,0.05588819904526097,,,,0.02124082547876993,
AAPL,2020-01-10,74.94135557088083,75.4408055125106,74.37434771660986,74.87620544433594,140644800.0,73.04284776960101,73.04284776960101,73.04284776960101,,1.2719916642498346,0.0022604074329761726,0.05588819904526097,,,,0.0022604074329761747,
AAPL,2020-01-13,75.19232073386635,76.5024661955154,75.07408881301154,76.47592163085938,121532000.0,73.61536952427456,73.4719820022583,73.4719820022583,,1.6911755583141803,0.021364813788710083,0.05588819904526097,73.61536952427456,,,0.021364813788710135,
AAPL,2020-01-14,76.41317742986432,76.62308929816353,75.32018220682278,75.44322967529297,161954400.0,74.14101300920758,73.69100952148438,73.69100952148438,,1.7129865470908767,-0.01350349147214065,0.05588819904526097,74.14101300920758,,,-0.013503491472140694,
AAPL,2020-01-15,75.24295837546784,76.12362643206144,74.68801151442514,75.11990356445312,121923600.0,74.53877803257534,73.83389892578126,73.83389892578126,,1.6770393108604955,-0.004285687559128057,0.05588819904526097,74.53877803257534,,,-0.00428568755912806,
AAPL,2020-01-16,75.66281115173265,76.17191454820045,75.30089202786714,76.06092071533203,108829200.0,75.11957332066127,74.03635545210405,74.03635545210405,,1.7268728559775128,0.012526868462650654,0.05588819904526097,75.11957332066127,,,0.01252686846265072,
AAPL,2020-01-17,76.30943200280402,76.90539240608445,76.00300982033474,76.90298461914062,137816400.0,75.65521458217076,74.27524121602376,74.27524121602376,,1.842766312072006,0.011070913892301255,0.05588819904526097,75.65521458217076,,,0.011070913892301304,
AAPL,2020-01-21,76.53141272712692,76.97295078497612,76.2442896548719,76.38182067871094,110843200.0,75.89442661830357,74.43728579007663,74.43728579007663,,1.8585384434831635,-0.006776901351888147,0.05588819904526097,75.89442661830357,,,-0.006776901351888132,
AAPL,2020-01-22,76.86676144697746,77.20696616699412,76.56033936565174,76.6544418334961,101832400.0,76.1484603881836,74.5956540788923,74.5956540788923,,1.8813791067499,0.00356918900810047,0.05588819904526097,76.1484603881836,,,0.0035691890081004374,
AAPL,2020-01-23,76.70754520066748,77.1032395625604,76.15983628507468,77.02362060546875,104472000.0,76.22670309884208,74.7575185139974,74.7575185139974,,1.9182703423172105,0.004816143241569261,0.05588819904526097,76.22670309884208,,,0.004816143241569204,
AAPL,2020-01-24,77.26973366124079,78.01287102929439,76.61103819892749,76.80165100097656,146537600.0,76.42076328822544,74.8852767944336,74.8852767944336,75.40142992219518,1.9223939634354597,-0.0028818381004077007,0.05588819904526097,76.42076328822544,,,-0.002881838100407652,
AAPL,2020-01-27,74.81107521306389,75.223660842835,73.56124993820636,74.54325866699219,161940000.0,76.33838544573102,74.86515808105469,74.86515808105469,59.51337834754575,1.8631974146379822,-0.029405518039653324,0.05588819904526097,76.33838544573102,,,-0.0294055180396533,
AAPL,2020-01-28,75.4239650815293,76.8233830861,75.32503961354963,76.6520767211914,162234000.0,76.42283630371094,74.96443133884006,74.96443133884006,67.41246212920858,1.8559880623076224,0.028289856009917166,0.05588819904526097,76.42283630371094,,,0.02828985600991718,
AAPL,2020-01-29,78.2831134747075,79.10346205845778,77.54238386247792,78.2565689086914,216229200.0,76.61620548793248,75.1377017372533,75.1377017372533,68.46509501571909,1.9554411050642808,0.020932142430218313,0.05588819904526097,76.61620548793248,,,0.020932142430218237,
AAPL,2020-01-30,77.33968569636842,78.196224452265,76.90779359376785,78.14314270019531,126743200.0,76.8678229195731,75.2879737854004,75.2879737854004,63.87896517206862,2.018448336944857,-0.0014494145357744697,0.05588819904526097,76.8678229195731,,,-0.001449414535774518,
AAPL,2020-01-31,77.43378134455115,77.85602021422844,74.38401413760657,74.67837524414062,199588400.0,76.58552769252232,75.25894528343564,75.25894528343564,49.368908125873745,1.9718323298197424,-0.044338726807387895,0.05588819904526097,76.58552769252232,,,-0.04433872680738793,
AAPL,2020-02-03,73.42131515382538,75.63867332859459,72.91945726436026,74.47329711914062,173788400.0,76.22119576590401,75.2232340032404,75.2232340032404,42.987521759712926,1.931587569046289,-0.002746151403663415,0.05588819904526097,76.22119576590401,,,-0.0027461514036634105,0.017510992410932714
AAPL,2020-02-04,76.07779948888638,77.12254331082424,75.67245190422207,76.93193054199219,136616400.0,76.23980712890625,75.29752515709919,75.29752515709919,54.73959170824672,1.920515367608643,0.03301362391567408,0.05588819904526097,76.23980712890625,,,0.03301362391567397,0.01880766533480299
AAPL,2020-02-05,78.05869253554688,78.35788393608293,76.95605150390088,77.55924987792969,118826800.0,76.67066301618304,75.39176368713379,75.39176368713379,57.618699495406815,1.9342069625182423,0.00815421284137783,0.05588819904526097,76.67066301618304,,,0.00815421284137785,0.018740990007882583
AAPL,2020-02-06,77.82949504667184,78.46888396119307,77.27214024163042,78.46646881103516,105425600.0,76.92986188616071,75.51475189208985,75.51475189208985,57.52903442103563,1.9908358832162123,0.011697108140335788,0.05588819904526097,76.92986188616071,,,0.011697108140335866,0.018616018375821
AAPL,2020-02-07,77.96583518982163,78.21494247737544,76.90894303407646,77.39990234375,117684000.0,76.80748094831195,75.58725767869215,75.58725767869215,51.533730196107975,1.9853399531834726,-0.013592640059458868,0.05588819904526097,76.80748094831195,,,-0.013592640059458816,0.018515540874739396
AAPL,2020-02-10,75.98506881434587,77.76751708984375,75.90526089218041,77.76751708984375,109348800.0,76.75382014683315,75.66800802725332,75.66800802725332,54.31786130998852,1.991489997224485,0.004749550515724064,0.05588819904526097,76.75382014683315,,,0.00474955051572401,0.01852620068624216
AAPL,2020-02-11,78.26330376451229,78.33585640766411,77.08064401597953,77.29830932617188,94323200.0,77.12809644426618,75.72623307364327,75.72623307364327,51.982023155896236,1.9784000324960596,-0.006033467201091243,0.05588819904526097,77.12809644426618,,,-0.006033467201091214,0.018029928796347888
AAPL,2020-02-12,77.7481801290524,79.13882944016846,77.7481801290524,79.13399505615234,113730400.0,77.79391043526786,75.8437421075229,75.8437421075229,55.95841596016507,2.0432135010360595,0.023748070895503237,0.05588819904526097,77.79391043526786,,,0.023748070895503348,0.018406666845132123
AAPL,2020-02-13,78.4060150979807,78.89697445434517,78.20286026576835,78.57047271728516,94747600.0,78.02798788888114,75.9346331278483,75.9346331278483,54.899581436101485,2.0684779011079746,-0.007121115753947721,0.05588819904526097,78.02798788888114,,,-0.007121115753947693,0.018472911080825334
AAPL,2020-02-14,78.53901899642953,78.83892050632156,78.08192253766144,78.58981323242188,80113600.0,78.17521122523716,76.13868459065755,76.02028409896359,62.79608389988757,2.01601020748675,0.0002461550054090984,0.05588819904526097,78.17521122523716,76.13868459065755,,0.00024615500540914326,0.018322459235040122
AAPL,2020-02-18,76.2704349958008,77.3321687046637,76.08904601525819,77.1507797241211,152531200.0,77.9872556413923,76.31825307210286,76.05561208724976,51.64676421387831,1.8456037228684579,-0.018310687468425162,0.05588819904526097,77.9872556413923,76.31825307210286,,-0.018310687468425124,0.018713478018839432
AAPL,2020-02-19,77.39264718918032,78.49791270322793,77.39264718918032,78.26815032958984,93984000.0,78.11129106794085,76.51600646972656,76.122658700654,50.03951412721154,1.7175394447362975,0.014482946374155769,0.05588819904526097,78.11129106794085,76.51600646972656,,0.014482946374155814,0.018891623913880523
AAPL,2020-02-20,78.0287063254119,78.51724467318775,76.95971731481961,77.4651870727539,100566000.0,78.06810106549945,76.69833424886068,76.16214482924518,47.7908583435552,1.4973039029104565,-0.010259131632147072,0.05588819904526097,78.06810106549945,76.69833424886068,,-0.01025913163214709,0.019060008821605533
